include,exclude_reason,source_types,texts,url,from_urls
yes,,global|inline|sidebar,Cómo demasiado sodio afecta su salud | Los Efectos de Consumir Mucho Sodio a su Salud e Apariencia | Skip to main content,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/healthy-living-spanish-infographics/los-efectos-de-consumir-mucho-sodio-a-su-salud-e-apariencia,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/fats | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sodium | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sugar | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/are-ultraprocessed-foods-good-or-bad | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/your-guide-to-healthy-eating-habits-that-stick | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/healthy-swaps-for-common-foods | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/understanding-food-nutrition-labels | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/dietary-recommendations-for-healthy-children | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sodium/how-much-sodium-should-i-eat-per-day
yes,,global|inline|sidebar,View this infographic in Spanish | Manténgalo Fresco | Skip to main content,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/healthy-living-spanish-infographics/mantengalo-fresco,https://www.heart.org/en/healthy-living/healthy-eating/add-color/produce-storage-infographic | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/fats | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sodium | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sugar | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/are-ultraprocessed-foods-good-or-bad | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/your-guide-to-healthy-eating-habits-that-stick | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/healthy-swaps-for-common-foods | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/understanding-food-nutrition-labels | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/dietary-recommendations-for-healthy-children
yes,,global|inline|sidebar,Porciones de Proteina | Skip to main content,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/healthy-living-spanish-infographics/porciones-de-proteina,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/healthy-living-spanish-infographics | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/healthy-living-spanish-infographics/porciones-de-proteina
yes,,global|inline|sidebar,¿Qué cantidad de actividad física es necesaria? | Skip to main content | Que Cantidad de Actividad Fisica es necesaria Infografia,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/healthy-living-spanish-infographics/que-cantidad-de-actividad-fisica-es-necesaria-infografia,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/healthy-living-spanish-infographics | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/healthy-living-spanish-infographics/que-cantidad-de-actividad-fisica-es-necesaria-infografia
yes,,global|inline|sidebar,¿Quiere comer bien? | Skip to main content,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/healthy-living-spanish-infographics/quiere-comer-bien,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/fats | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sodium | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sugar | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/are-ultraprocessed-foods-good-or-bad | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/your-guide-to-healthy-eating-habits-that-stick | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/healthy-swaps-for-common-foods | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/understanding-food-nutrition-labels | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/dietary-recommendations-for-healthy-children | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sodium/how-much-sodium-should-i-eat-per-day
yes,,global|sidebar,Sodio: Mitos y realidades para niños | Skip to main content,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/healthy-living-spanish-infographics/sodio-mitos-y-realidades-para-ninos,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/fats | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sodium | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sugar | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/are-ultraprocessed-foods-good-or-bad | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/your-guide-to-healthy-eating-habits-that-stick | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/healthy-swaps-for-common-foods | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/understanding-food-nutrition-labels | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/dietary-recommendations-for-healthy-children | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sodium/how-much-sodium-should-i-eat-per-day
yes,,global|inline|sidebar,Sorbos Más Sanos | Skip to main content,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/healthy-living-spanish-infographics/sorbos-mas-sanos,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/fats | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sodium | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sugar | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/are-ultraprocessed-foods-good-or-bad | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/your-guide-to-healthy-eating-habits-that-stick | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/healthy-swaps-for-common-foods | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/understanding-food-nutrition-labels | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/dietary-recommendations-for-healthy-children | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sodium/how-much-sodium-should-i-eat-per-day
yes,,global|inline|sidebar,View these mealtime conversation starters | Skip to main content | Mealtime Conversation Cards,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/mealtime-conversation-cards,https://www.heart.org/en/healthy-living/healthy-eating/together-tuesdays | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/mealtime-conversation-cards
yes,,global|inline|sidebar,Nutrition Basics | Skip to main content,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart | https://www.heart.org/en/healthy-living/healthy-eating/add-color/5-reasons-to-eat-more-color | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/fuel-your-body-right | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/fats/4-ways-to-get-good-fats-infographic | https://www.heart.org/en/healthy-living/healthy-eating/add-color/how-to-eat-more-fruits-and-vegetables | https://www.heart.org/en/healthy-living/healthy-eating/add-color/sneaking-more-vegetables-into-meals | https://www.heart.org/en/healthy-living/healthy-eating/add-color/how-to-make-a-hearty-healthy-salad | https://www.heart.org/en/healthy-living/healthy-eating/add-color/meet-the-apple-family | https://www.heart.org/en/healthy-living/healthy-eating/add-color/the-goodness-of-greens | https://www.heart.org/en/healthy-living/healthy-eating/add-color/keep-fruits--vegetables-fresher-longer
yes,,global|inline|sidebar,4 Protein Mistakes to Avoid Infographic | Skip to main content,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/4-protein-mistakes-to-avoid,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/fuel-your-body-right | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/fats/4-ways-to-get-good-fats-infographic | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/fats | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sodium | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sugar | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/are-ultraprocessed-foods-good-or-bad | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/your-guide-to-healthy-eating-habits-that-stick | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/healthy-swaps-for-common-foods | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/understanding-food-nutrition-labels
yes,,global|inline|sidebar,5 Heart-Healthy Eating Habits | Skip to main content,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/5-heart-healthy-eating-habits,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/fats | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sodium | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sugar | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/are-ultraprocessed-foods-good-or-bad | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/your-guide-to-healthy-eating-habits-that-stick | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/healthy-swaps-for-common-foods | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/understanding-food-nutrition-labels | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/dietary-recommendations-for-healthy-children | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sodium/how-much-sodium-should-i-eat-per-day
yes,,global|inline|sidebar,5 Tips to Deal with Picky Eaters (Both Kids & Adults) | 5 Tips to Deal With Picky Eaters | Skip to main content,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/5-tips-to-deal-with-picky-eaters-both-kids-and-adults,https://www.heart.org/en/healthy-living/healthy-eating/together-tuesdays | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/fats | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sodium | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sugar | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/are-ultraprocessed-foods-good-or-bad | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/your-guide-to-healthy-eating-habits-that-stick | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/healthy-swaps-for-common-foods | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/understanding-food-nutrition-labels | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/dietary-recommendations-for-healthy-children
yes,,global|inline|sidebar,The American Heart Association Diet and Lifestyle Recommendations | overall healthy eating pattern | American Heart Association’s diet and lifestyle recommendations | overall heart-healthy dietary pattern | American Heart Association recommends | healthy diet | American Heart Association's dietary recommendations | Skip to main content | healthy dietary pattern | The American Heart Association recommends an overall healthy dietary pattern,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/aha-diet-and-lifestyle-recommendations,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/fats | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sodium | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sugar | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/are-ultraprocessed-foods-good-or-bad | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/your-guide-to-healthy-eating-habits-that-stick | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/healthy-swaps-for-common-foods | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/understanding-food-nutrition-labels | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/dietary-recommendations-for-healthy-children | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sodium/how-much-sodium-should-i-eat-per-day
yes,,global|inline|sidebar,How does alcohol impact health? | Is drinking alcohol part of a healthy lifestyle? | Skip to main content | alcohol,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/alcohol-and-heart-health,https://www.heart.org/en/healthy-living/healthy-eating/healthy-food-facts | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/fats | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sodium | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sugar | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/are-ultraprocessed-foods-good-or-bad | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/your-guide-to-healthy-eating-habits-that-stick | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/healthy-swaps-for-common-foods | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/understanding-food-nutrition-labels | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/dietary-recommendations-for-healthy-children
yes,,global|inline|sidebar,Processed Foods | What are ultra processed foods? | Are Ultraprocessed Foods Good or Bad? | Skip to main content,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/are-ultraprocessed-foods-good-or-bad,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart | https://www.heart.org/en/healthy-living/healthy-eating/healthy-food-facts | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/fats | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sodium | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sugar | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/are-ultraprocessed-foods-good-or-bad | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/your-guide-to-healthy-eating-habits-that-stick | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/healthy-swaps-for-common-foods | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/understanding-food-nutrition-labels
yes,,global|inline|sidebar,Asian Cuisine with Heart | Skip to main content,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/asian-cuisine-with-heart,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/fats | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sodium | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sugar | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/are-ultraprocessed-foods-good-or-bad | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/your-guide-to-healthy-eating-habits-that-stick | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/healthy-swaps-for-common-foods | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/understanding-food-nutrition-labels | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/dietary-recommendations-for-healthy-children | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sodium/how-much-sodium-should-i-eat-per-day
yes,,global|sidebar,Asian Heritage Diets | Skip to main content,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/asian-heritage-diets,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/fats | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sodium | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sugar | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/are-ultraprocessed-foods-good-or-bad | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/your-guide-to-healthy-eating-habits-that-stick | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/healthy-swaps-for-common-foods | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/understanding-food-nutrition-labels | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/dietary-recommendations-for-healthy-children | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sodium/how-much-sodium-should-i-eat-per-day
yes,,global|inline|sidebar,Caffeine and Heart Disease | Skip to main content,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/caffeine-and-heart-disease,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/fats | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sodium | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sugar | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/are-ultraprocessed-foods-good-or-bad | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/your-guide-to-healthy-eating-habits-that-stick | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/healthy-swaps-for-common-foods | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/understanding-food-nutrition-labels | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/dietary-recommendations-for-healthy-children | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sodium/how-much-sodium-should-i-eat-per-day
yes,,global|inline|sidebar,Carbohydrates | Skip to main content | carbohydrates,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/carbohydrates,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/fats | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sodium | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sugar | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/are-ultraprocessed-foods-good-or-bad | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/your-guide-to-healthy-eating-habits-that-stick | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/healthy-swaps-for-common-foods | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/understanding-food-nutrition-labels | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/dietary-recommendations-for-healthy-children | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sodium/how-much-sodium-should-i-eat-per-day
yes,,global|inline|sidebar,Daily Tips to Help Your Family Eat Better | 30 Tips to Help Your Family Eat Better | Skip to main content,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/daily-tips-to-help-your-family-eat-better,https://www.heart.org/en/healthy-living/healthy-eating/together-tuesdays | https://www.heart.org/en/healthy-living/healthy-eating/add-color/eat-more-color | https://www.heart.org/en/healthy-living/healthy-eating/add-color/fruits-and-vegetables-serving-sizes | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/your-guide-to-healthy-eating-habits-that-stick | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/daily-tips-to-help-your-family-eat-better | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/what-is-healthy-eating | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/healthy-travel-snacks
yes,,global|inline|sidebar,"Is whole milk, 2% or 1% milk good for you? | Dairy Products: Milk, Yogurt and Cheese | Dairy foods | Skip to main content",https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/dairy-products-milk-yogurt-and-cheese,https://www.heart.org/en/healthy-living/healthy-eating/healthy-food-facts | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/fats | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sodium | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sugar | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/are-ultraprocessed-foods-good-or-bad | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/your-guide-to-healthy-eating-habits-that-stick | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/healthy-swaps-for-common-foods | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/understanding-food-nutrition-labels | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/dietary-recommendations-for-healthy-children
yes,,global|inline|sidebar,The Deliciously Balanced Plate Infographic | Skip to main content,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/deliciously-balanced-plate-infographic,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/fuel-your-body-right | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/fats | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sodium | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sugar | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/are-ultraprocessed-foods-good-or-bad | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/your-guide-to-healthy-eating-habits-that-stick | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/healthy-swaps-for-common-foods | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/understanding-food-nutrition-labels | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/dietary-recommendations-for-healthy-children
yes,,global|inline|sidebar,What is a healthy kids diet? | Dietary Recommendations for Healthy Children | Skip to main content,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/dietary-recommendations-for-healthy-children,https://www.heart.org/en/healthy-living/healthy-eating/healthy-food-facts | https://www.heart.org/en/healthy-living/healthy-eating/together-tuesdays | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/fats | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sodium | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sugar | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/are-ultraprocessed-foods-good-or-bad | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/your-guide-to-healthy-eating-habits-that-stick | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/healthy-swaps-for-common-foods | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/understanding-food-nutrition-labels
yes,,global|inline|sidebar,Dining Out Doesn't Mean Ditching Your Diet | Skip to main content | dining out | ordering out,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/dining-out-doesnt-mean-ditch-your-diet,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/fats | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sodium | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sugar | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/are-ultraprocessed-foods-good-or-bad | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/your-guide-to-healthy-eating-habits-that-stick | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/healthy-swaps-for-common-foods | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/understanding-food-nutrition-labels | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/dietary-recommendations-for-healthy-children | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sodium/how-much-sodium-should-i-eat-per-day
yes,,global|inline|sidebar,Eat Healthy on a Budget by Planning Ahead | Eat Healthy on a Budget: Plan Ahead | Skip to main content | eat smart AND stick to your budget,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/eat-healthy-on-a-budget-by-planning-ahead,https://www.heart.org/en/healthy-living/healthy-eating/together-tuesdays | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/fats | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sodium | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sugar | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/are-ultraprocessed-foods-good-or-bad | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/your-guide-to-healthy-eating-habits-that-stick | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/healthy-swaps-for-common-foods | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/understanding-food-nutrition-labels | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/dietary-recommendations-for-healthy-children
yes,,global|inline|sidebar,"Food as Fuel Before, During and After Workouts | Skip to main content",https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/food-as-fuel-before-during-and-after-workouts,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/fats | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sodium | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sugar | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/are-ultraprocessed-foods-good-or-bad | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/your-guide-to-healthy-eating-habits-that-stick | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/healthy-swaps-for-common-foods | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/understanding-food-nutrition-labels | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/dietary-recommendations-for-healthy-children | https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sodium/how-much-sodium-should-i-eat-per-day
